Codi_centre;Denominació_completa;Adreça;Codi_postal;Telèfon;Codi_delegació;Nom_delegació;Codi_comarca;Nom_comarca;Codi_municipi;Nom_municipi;id_poblacio
25003299;Escola Sant Jordi;Partida de Montcada, 22;25196;973245032;125;Lleida;33;Segrià;25120;Lleida;934
25005570;Institut Manuel de Montsuar;Partida de Montcada, 22;25196;973233556;125;Lleida;33;Segrià;25120;Lleida;934
25009447;A. Hospitalària Hospital Universitari Arnau de Vilanova;av. Alcalde Rovira Roure, 80;25198;973248100;125;Lleida;33;Segrià;25120;Lleida;936
25003305;A. Hospitalària Hospital de Dia Santa Maria;av. Alcalde Rovira Roure, 44;25198;973727222;125;Lleida;33;Segrià;25120;Lleida;936
25004863;Escola Ciutat Jardí;c. Carmel Fenech, s/n;25199;973725710;125;Lleida;33;Segrià;25120;Lleida;937
25008972;Escola Estudi Alejandro Casona;c. Banys, s/n;25540;973647300;1160;Alt Pirineu i Aran;39;Aran;25121;Les;938
25003330;Institut d'Ostalaria de Les-Val d'Aran;c. dels Banys, s/n;25540;973647242;1160;Alt Pirineu i Aran;39;Aran;25121;Les;938
25003627;Escola Bressol Mairau de Les;p. dera Gleisa, 1;25540;;1160;Alt Pirineu i Aran;39;Aran;25121;Les;938
25004310;Escola Sitjar;c. Pau Casals, 2;25240;973575378;125;Lleida;27;Pla d'Urgell;25122;Linyola;939
25009563;Esc. de Música Municipal;c. Major, 1;25240;973575019;125;Lleida;27;Pla d'Urgell;25122;Linyola;939
25003585;Llar d'infants de Linyola;c. Pons i Arola, 88;25240;;125;Lleida;27;Pla d'Urgell;25122;Linyola;939
25009320;Escola de Lladurs - ZER Solsonès;ctra. de Solsona - Sant Llorenç, km. 7,5;25283;973299060;1060;Catalunya Central;35;Solsonès;25124;Lladurs;943
25009873;Llar d'infants de Llardecans;c. del Raval, s/n;25186;;125;Lleida;33;Segrià;25125;Llardecans;945
25010383;Escola Montsent de Pallars - ZER Alt Pallars Sobirà;av. del Riu, 1;25594;973620861;1160;Alt Pirineu i Aran;26;Pallars Sobirà;25183;Rialp;946
25004243;Llar d'infants Matxicots;c. Riu, 4;25594;696933441;1160;Alt Pirineu i Aran;26;Pallars Sobirà;25183;Rialp;946
25004279;Escola Portella Blanca - ZER Baridà-Batllia;c. Major, 1;25726;973515245;1160;Alt Pirineu i Aran;15;Cerdanya;25127;Lles de Cerdanya;948
25004280;Escola de Llobera - ZER Solsonès;ctra. de Solsona, s/n;25281;973481696;1060;Catalunya Central;35;Solsonès;25129;Llobera;951
25004309;Escola de Massalcoreig - ZER L'Oliver;c. Nou, s/n;25184;973793596;125;Lleida;33;Segrià;25131;Massalcoreig;953
25005454;Escola Arc d'Adà - ZER L'Oliver;c. Raval, s/n;25179;973130236;125;Lleida;33;Segrià;25125;Llardecans;955
25008421;Escola Otogesa - ZER L'Oliver;pl. Eliseo Sales, s/n;25179;973130075;125;Lleida;33;Segrià;25133;Maials;955
25008753;Llar d'infants de Maials;pl. Eliseo Sales, 32;25179;973130449;125;Lleida;33;Segrià;25133;Maials;955
25008881;Escola Joan Ros i Porta - ZER Jonc;c. Empit del Vall, 10;25139;973181042;125;Lleida;23;Noguera;25134;Menàrguens;956
25009101;Llar d'infants La Mainada;c. Sitgetes, 11;25139;973180767;125;Lleida;23;Noguera;25134;Menàrguens;956
25010176;Escola Sant Miquel;c. de les Escoles, 1;25242;973602701;125;Lleida;27;Pla d'Urgell;25135;Miralcamp;957
25006069;Llar d'infants Patufet;Trav. Anselm Clavé, 13;25242;973710975;125;Lleida;27;Pla d'Urgell;25135;Miralcamp;957
25003482;La Salle;c. Ferrer i Busquets, 17;25230;973600270;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25009371;Vedruna Mollerussa;c. Crist Rei, 5;25230;973600455;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25003470;Institut Mollerussa;ctra. Torregrossa km. 1,9;25230;973600359;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25003494;Escola Mestre Ignasi Peraire;av. Pau Casals, s/n;25230;973600351;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25010231;Escola Pompeu Fabra;ctra. de Torregrossa, s/n;25230;973602501;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25003536;CEE Siloé;ctra. de Torregrosa, 5;25230;973602565;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25003551;Institut Terres de Ponent;ctra. de Torregrossa, s/n;25230;973602100;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25003652;Esc. de Música Municipal de Mollerussa;pl. Pla d'Urgell, 1;25230;973711094;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25003688;Institut La Serra;ctra. Torregrossa, Km 1,9;25230;973602612;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25008352;Escola de Dansa de Mollerussa;c. de Ponent, 30 baixos;25230;973240723;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25009976;LLI privada L'Infant dos;c. Enric Granados, 10;25230;973710449;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25010361;CFA Mollerussa;c. Arbeca, 34(Edifici Escola de Música);25230;973600955;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25003718;Llar d'infants Parasol;c. de Bellvís, 37;25230;973711063;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25006574;Llar d'infants Quitxalla;c. de Bellvís, 39;25230;973712961;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25006902;Escola Bressol Niu;c. Germans Castelló, s/n;25230;973600782;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25009915;Escola Arrels;c. Girona, 35;25230;;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25003755;Pla;pg. Compositor Beethoven, 8;25230;;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25006240;Institut Salt del Duran;trav.  Josep  Tarradellas, s/n;25230;973677893;125;Lleida;27;Pla d'Urgell;25137;Mollerussa;959
25009319;Escola de Butsènit - ZER Sió;c. Buenos Aires, s/n;25315;973430166;125;Lleida;23;Noguera;25138;Montgai;960
25009681;Escola Colomina - ZER Romaní;c. Canalejas, 19;25616;973430131;125;Lleida;23;Noguera;25138;Montgai;961
25010048;Escola Ridolaina;c. Tossal, s/n;25725;973515177;1160;Alt Pirineu i Aran;15;Cerdanya;25139;Montellà i Martinet;963
25010292;Escola Rosa Campà;Cami el Poble, s/n;25711;973360421;1160;Alt Pirineu i Aran;4;Alt Urgell;25140;Montferrer i Castellbò;964
25004981;Escola agrària del Pirineu;Finca Colomines (Bellestar);25711;973352358;1160;Alt Pirineu i Aran;4;Alt Urgell;25140;Montferrer i Castellbò;964
25003792;Llar d'infants de Montferrer;c. de l'Esglèsia, 3;25711;;1160;Alt Pirineu i Aran;4;Alt Urgell;25140;Montferrer i Castellbò;964
25009939;Escola Sant Isidre - ZER La Coma;c. de la Creu, s/n;25172;973720534;125;Lleida;33;Segrià;25142;Montoliu de Lleida;969
25003809;Escola Jardí - ZER Guicivervi;pl. Jardí;25340;973348104;125;Lleida;38;Urgell;25242;Verdú;970
25009654;Llar d'infants Picotins;c. Afores, s/n;25340;973347210;125;Lleida;38;Urgell;25242;Verdú;970
25003810;Escola Aiguadora - ZER Solsonès;ctra. 26, Km 116,5;25286;973482453;1060;Catalunya Central;35;Solsonès;25146;Navès;972
25003846;Escola de Sant Climenç - ZER Solsonès;c. Sant Climenç;25286;973481751;1060;Catalunya Central;35;Solsonès;25166;Pinell de Solsonès;972
25005910;Escola agrària del Solsonès;Finca s. Just,ctra.Manresa-Solsona,km 77;25286;973480713;1060;Catalunya Central;35;Solsonès;25151;Olius;972
25009198;Llar d'infants Pi;c. del Colom, 2;25286;;1060;Catalunya Central;35;Solsonès;25151;Olius;972
25003861;Escola Sant Miquel - ZER Narieda;c. Josep Roca, 12;25790;973463004;1160;Alt Pirineu i Aran;4;Alt Urgell;25165;Peramola;974
25009290;Llar d'infants d'Oliana;c. de la Pau, s/n;25790;;1160;Alt Pirineu i Aran;4;Alt Urgell;25149;Oliana;974
25009851;Aula de Música Municipal d'Oliana;c. Germà Frederic, s/n;25790;973470576;1160;Alt Pirineu i Aran;4;Alt Urgell;25149;Oliana;974
25003950;Institut Escola d'Oliana;c. Germà Frederic, s/n;25790;;1160;Alt Pirineu i Aran;4;Alt Urgell;25149;Oliana;974
25009526;Escola Setelsis;av. Cardenal Tarancón, 20;25280;973482103;1060;Catalunya Central;35;Solsonès;25207;Solsona;979
25004000;Arrels I;c. Sant Isidre, 1;25280;973482724;1060;Catalunya Central;35;Solsonès;25207;Solsona;979
25009629;Parvum-Arrels;av. Seminari, s/n;25280;973480924;1060;Catalunya Central;35;Solsonès;25207;Solsona;979
25009940;Arrels II;av. Cardenal Tarancón, s/n;25280;973480392;1060;Catalunya Central;35;Solsonès;25207;Solsona;979
25006446;Institut Francesc Ribalta;c. Francesc  Ribalta, s/n;25280;973481079;1060;Catalunya Central;35;Solsonès;25207;Solsona;979
25009617;Llar d'infants Municipal de Solsona;c. Antoni Gaudí, s/n;25280;973481846;1060;Catalunya Central;35;Solsonès;25207;Solsona;979
25009605;CFA Solsonès;c. Dominics, 12;25280;973481366;1060;Catalunya Central;35;Solsonès;25207;Solsona;979
25010358;Esc. de Música Municipal de Solsona;pg. de St Antoni M.Claret(casa cultura);25280;973480563;1060;Catalunya Central;35;Solsonès;25207;Solsona;979
25004115;Escola Vinyet;c. de Francesc Ferrer i Guàrdia, 1;25280;973480777;1060;Catalunya Central;35;Solsonès;25207;Solsona;979
25006768;Escola de Dansa de Solsona;c. Camp del Molí, 15;25280;973483943;1060;Catalunya Central;35;Solsonès;25207;Solsona;979
25004140;Escola d'Ardèvol - ZER Solsonès;c. Major, 1;25287;973473463;1060;Catalunya Central;35;Solsonès;25167;Pinós;981
25004152;Escola Leandre Cristòfol - ZER Montsec;av. Lleida, s/n;25610;973438061;125;Lleida;23;Noguera;25156;Os de Balaguer;986
25004188;Llar d'infants d'Os;c. Germà Peralba, 2;25610;;125;Lleida;23;Noguera;25156;Os de Balaguer;986
25005533;Escola L'Espígol - ZER Montsec;c. de l'Esglèsia, s/n;25614;973450082;125;Lleida;23;Noguera;25156;Os de Balaguer;989
25006811;Escola Arnau Berenguer;pl. de la Generalitat, s/n;25243;973600727;125;Lleida;27;Pla d'Urgell;25158;Palau d'Anglesola;991
25008558;Escola de Salàs de Pallars - ZER Pallars Jussà;c. de les Escoles, 2;25693;973676274;1160;Alt Pirineu i Aran;25;Pallars Jussà;25190;Salàs de Pallars;995
25008583;Escola de la Coma - ZER Solsonès;Ajuntament;25284;973492635;1060;Catalunya Central;35;Solsonès;25163;Coma i la Pedra;996
25009186;Escola Ramon Gombal - ZER Espernallac;pl. del Roser, 1;25335;973610575;125;Lleida;23;Noguera;25164;Penelles;999
25009241;Escola Roser - ZER Plaurcén;pl. Catalunya, 1;25143;973716227;125;Lleida;27;Pla d'Urgell;25168;Poal;1003
25009666;Escola Raiers;c. de la Industria, s/n;25500;973680232;1160;Alt Pirineu i Aran;25;Pallars Jussà;25171;Pobla de Segur;1006
25010218;Institut de La Pobla de Segur;av. Catalunya, 22;25500;973680200;1160;Alt Pirineu i Aran;25;Pallars Jussà;25171;Pobla de Segur;1006
25001242;Escola Bressol Municipal;c. Doctor Durany, 2;25500;;1160;Alt Pirineu i Aran;25;Pallars Jussà;25171;Pobla de Segur;1006
25004218;Institut Centre d'Esports de Muntanya del Pallars;pça. de les Pobles, s/n;25500;973681590;1160;Alt Pirineu i Aran;25;Pallars Jussà;25171;Pobla de Segur;1006
25007529;Escola de Ponts;c. Pompeu Fabra, 16;25740;973460318;125;Lleida;23;Noguera;25172;Ponts;1009
25008731;Institut de Ponts;av. Pompeu Fabra, 59;25740;973460574;125;Lleida;23;Noguera;25172;Ponts;1009
25004221;Esc. de Música Municipal de Ponts;c. Bonaire, 33;25740;973460968;125;Lleida;23;Noguera;25172;Ponts;1009
25009231;Llar d'infants de Ponts;c. Santa Maria, 1;25740;;125;Lleida;23;Noguera;25172;Ponts;1009
25003676;Escola Ribagorçana;c. Aragó, 23;25520;973690388;1160;Alt Pirineu i Aran;5;Alta Ribagorça;25173;Pont de Suert;1013
25004231;Institut Pont de Suert;Barri Aragó, s/n;25520;973690040;1160;Alt Pirineu i Aran;5;Alta Ribagorça;25173;Pont de Suert;1013
25009988;Escola Pia del Pont de Suert;Barri d'aragó, s/n;25520;973690830;1160;Alt Pirineu i Aran;5;Alta Ribagorça;25173;Pont de Suert;1013
25005144;CFA del Pont de Suert;c. Aigüestortes, s/n;25520;;1160;Alt Pirineu i Aran;5;Alta Ribagorça;25173;Pont de Suert;1013
25006291;Llar d'infants del Pont de Suert;c. d'Aragó, 25;25520;;1160;Alt Pirineu i Aran;5;Alta Ribagorça;25173;Pont de Suert;1013
25008844;Esc. de Música de l'Alta Ribagorça;c. Barri d'Aragó, s/n (CRP ESC Ribagorç);25520;;1160;Alt Pirineu i Aran;5;Alta Ribagorça;25173;Pont de Suert;1013
25009514;Escola Vidal i Abad - ZER Alta Ribagorça;c. Afores, s/n;25552;973698127;1160;Alt Pirineu i Aran;5;Alta Ribagorça;25245;Vilaller;1016
25004395;Escola Blanca de Villalonga - ZER Alt Segrià;c. de les Escoles, s/n;25134;973186103;125;Lleida;33;Segrià;25174;Portella;1020
25009599;Llar d'infants La Portella;c. Escoles / c. La Bassa;25134;;125;Lleida;33;Segrià;25174;Portella;1020
25004401;Escola Montalbà - ZER Riu Corb;pl. Catalunya;25263;973321446;125;Lleida;38;Urgell;25176;Preixana;1022
25004413;Llar d'infants Patim Patam;pl. Catalunya, 5;25263;;125;Lleida;38;Urgell;25176;Preixana;1022
25004814;Escola de Preixens - ZER Sió;c. 1 d'octubre, s/n;25316;973392229;125;Lleida;23;Noguera;25177;Preixens;1023
25004462;Escola Puig - ZER Baridà-Batllia;c. del Puig, s/n;25727;973510671;1160;Alt Pirineu i Aran;15;Cerdanya;25179;Prullans;1024
25004474;Escola Abat Ruera - ZER Pedrera;c. de la Creu, s/n;25420;973143016;125;Lleida;18;Garrigues;25180;Puiggròs;1025
25004486;Llar d'infants L'Escoleta;pl. del vuitè centenari, s/n;25420;973143016;125;Lleida;18;Garrigues;25180;Puiggròs;1025
25004498;Escola Sant Jordi;c. Lleida, 1;25153;973167336;125;Lleida;33;Segrià;25182;Puigverd de Lleida;1027
25004504;Llar d'infants de Puigverd de Lleida;c. Carretera, 12;25153;;125;Lleida;33;Segrià;25182;Puigverd de Lleida;1027
25004516;Esc. de Música Municipal de Puigverd de Lleida;c. Lleida, 1 (dintre Escola Sant Jordi);25153;;125;Lleida;33;Segrià;25182;Puigverd de Lleida;1027
25004528;Escola Arnau Mir - ZER Urgellet;pl. Badia, s/n;25796;634771456;1160;Alt Pirineu i Aran;4;Alt Urgell;25185;Ribera d'Urgellet;1032
25004531;Llar d'infants de Ribera de l'Urgellet;Camí del Tost, s/n (Pla de Sant Tirs);25796;;1160;Alt Pirineu i Aran;4;Alt Urgell;25185;Ribera d'Urgellet;1032
25006021;Escola La Rosella;av. Ponent, 12;25124;973730306;125;Lleida;33;Segrià;25189;Rosselló;1036
25006215;Esc. de Música Municipal de Rosselló;av. Ponent, 12;25124;;125;Lleida;33;Segrià;25189;Rosselló;1036
25006781;Escola Bressol Pas a Pas;av. de Ponent, s/n;25124;;125;Lleida;33;Segrià;25189;Rosselló;1036
25006914;Escola Municipal de Música l'Espiga;pl. Doctor Perelló, 4;25270;973556035;125;Lleida;32;Segarra;25192;Sant Guim de Freixenet;1039
25007438;Llar d'infants L'Esquirol;ctra. de Santa Coloma, s/n;25270;;125;Lleida;32;Segarra;25192;Sant Guim de Freixenet;1039
25008546;Llar d'infants Piteuets;c. Cap de Balç, s/n;25282;;1060;Catalunya Central;35;Solsonès;25193;Sant Llorenç de Morunys;1041
25008595;Institut Escola Vall de Lord;c. de la Creueta, s/n;25282;;1060;Catalunya Central;35;Solsonès;25193;Sant Llorenç de Morunys;1041
25008790;Escola La Roca - ZER L'Eral;pl. Escoles, s/n;25175;973126286;125;Lleida;33;Segrià;25200;Sarroca de Lleida;1046
25009332;Llar d'infants de Sarroca de Lleida;c. Esports, s/n;25175;973126001;125;Lleida;33;Segrià;25200;Sarroca de Lleida;1046
25010061;Escola Mossèn Albert Vives;c. d'Albert Vives, 12;25700;973351014;1160;Alt Pirineu i Aran;4;Alt Urgell;25203;Seu d'Urgell;1050
25010395;La Salle;c. La Salle, 27-51;25700;973350144;1160;Alt Pirineu i Aran;4;Alt Urgell;25203;Seu d'Urgell;1050
25004565;Institut Joan Brudieu;c. Dr. Iglesias Navarri, 27;25700;973350403;1160;Alt Pirineu i Aran;4;Alt Urgell;25203;Seu d'Urgell;1050
25009460;Escola Pau Claris;c. Bisbe Benlloch, 7;25700;973352327;1160;Alt Pirineu i Aran;4;Alt Urgell;25203;Seu d'Urgell;1050
25004607;Llar d'infants La Grandalla;c. Capdevila, 29-35;25700;973360604;1160;Alt Pirineu i Aran;4;Alt Urgell;25203;Seu d'Urgell;1050
25009964;EOI de La Seu d'Urgell;c. de Capdevila, 29;25700;973354446;1160;Alt Pirineu i Aran;4;Alt Urgell;25203;Seu d'Urgell;1050
25004656;CFA La Seu d'Urgell;c. de Capdevila, 29-35;25700;973360604;1160;Alt Pirineu i Aran;4;Alt Urgell;25203;Seu d'Urgell;1050
25008388;Institut La Valira;c. de l'Orri, 66;25700;;1160;Alt Pirineu i Aran;4;Alt Urgell;25203;Seu d'Urgell;1050
25008765;Esc. de Música Municipal de la Seu d'Urgell;av. Pau Claris, 16;25700;;1160;Alt Pirineu i Aran;4;Alt Urgell;25203;Seu d'Urgell;1050
25004711;Llar d'infants Minairons;c. de Sant Ermengol, 73;25700;;1160;Alt Pirineu i Aran;4;Alt Urgell;25203;Seu d'Urgell;1050
25009733;Francesc Xavier;c. Comtat d'Urgell, 97;25700;;1160;Alt Pirineu i Aran;4;Alt Urgell;25203;Seu d'Urgell;1050
25009794;Escola Castell-Ciutat - ZER Urgellet;c. Sant Isidre, s/n;25710;634770617;1160;Alt Pirineu i Aran;4;Alt Urgell;25203;Seu d'Urgell;1051
25004723;Escola Miquel Baró Daban;c. Mercat, 2;25183;973780102;125;Lleida;33;Segrià;25204;Seròs;1052
25007141;Institut Seròs;pl. de les Escoles, s/n;25183;973780275;125;Lleida;33;Segrià;25204;Seròs;1052
25009228;Llar d'infants de Seròs;c. de Mossèn Ferran, 16;25183;973780434;125;Lleida;33;Segrià;25204;Seròs;1052
25009800;Escola Timó - ZER Plaurcén;Carretera, s/n;25222;973717021;125;Lleida;27;Pla d'Urgell;25205;Sidamon;1053
25004747;Escola Bressol La Tenalla;av. de la Generalitat, s/n;25222;699248058;125;Lleida;27;Pla d'Urgell;25205;Sidamon;1053
25009253;Escola Set Focs - ZER Elaia;c. de les Escoles, 7;25163;973124075;125;Lleida;18;Garrigues;25170;Bellaguarda;1054
25004759;Escola del Soleràs - ZER Garrigues Altes;pl. de les Escoles, s/n;25163;973133455;125;Lleida;18;Garrigues;25206;Soleràs;1054
25004772;Llar d'infants del Soleràs;ctra. Bellpuig, 23;25163;;125;Lleida;18;Garrigues;25206;Soleràs;1054
25004802;Escola Àngel Serafí i Casanovas;c. de les Escoles, s/n;25560;973620222;1160;Alt Pirineu i Aran;26;Pallars Sobirà;25209;Sort;1059
25006288;Institut Hug Roger III;c. Joaquim Sostres, s/n;25560;973620888;1160;Alt Pirineu i Aran;26;Pallars Sobirà;25209;Sort;1059
25006847;Llar d'infants Malfargats;av. de la Diputació, 24;25560;973620010;1160;Alt Pirineu i Aran;26;Pallars Sobirà;25209;Sort;1059
25007712;Esc. de Música Itinerant del Pallars Sobirà;c. del mig, 9;25560;973621190;1160;Alt Pirineu i Aran;26;Pallars Sobirà;25209;Sort;1059
25008455;Escola Jaume Miret;c. Santiago Miret, s/n;25181;973797315;125;Lleida;33;Segrià;25210;Soses;1063
25008984;Llar d'infants Jardí de la Mainada;c. Sant Llorenç, s/n;25181;;125;Lleida;33;Segrià;25210;Soses;1063
25000845;Escola Roser - ZER La Coma;c. Mare de Déu del Roser;25173;973258133;125;Lleida;33;Segrià;25211;Sudanell;1064
25004851;Escola de Sunyer - ZER L'Eral;c. de les Escoles, s/n;25174;973136464;125;Lleida;33;Segrià;25212;Sunyer;1065
25007116;Escola agrària del Pallars;ctra. C-13, km 83;25630;973252394;1160;Alt Pirineu i Aran;25;Pallars Jussà;25215;Talarn;1066
25004929;Escola Jacint Verdaguer;c. Ramon y Cajal, 8;25300;973310648;125;Lleida;38;Urgell;25217;Tàrrega;1069
25006239;Escola Pia de Tàrrega;pl. Pare Carles Perelló, 1;25300;973310155;125;Lleida;38;Urgell;25217;Tàrrega;1069
25006860;Vedruna Tàrrega;c. Mare Vedruna, s/n;25300;973310116;125;Lleida;38;Urgell;25217;Tàrrega;1069
25008741;Institut Manuel de Pedrolo;av. Tarragona, 2;25300;973310836;125;Lleida;38;Urgell;25217;Tàrrega;1069
25004966;Escola agrària de Tàrrega;av. Tarragona, s/n;25300;973310715;125;Lleida;38;Urgell;25217;Tàrrega;1069
25009046;Santa Maria del Alba;c. Simó Canet, s/n;25300;973311837;125;Lleida;38;Urgell;25217;Tàrrega;1069
25005016;EA Ondara;pl. Centenari, s/n;25300;973310486;125;Lleida;38;Urgell;25217;Tàrrega;1069
25008029;Escola Àngel Guimerà;c. Gabriel de Tàrrega, s/n;25300;973310700;125;Lleida;38;Urgell;25217;Tàrrega;1069
25005053;Esc. de Música Municipal;av. de la Generalitat, 5;25300;973312965;125;Lleida;38;Urgell;25217;Tàrrega;1069
25005065;Institut Escola de Sobrestants;c. Salvador Espriu, 2;25300;973312303;125;Lleida;38;Urgell;25217;Tàrrega;1069
25009551;Institut Alfons Costafreda;ctra. de Tarragona, s/n;25300;973312204;125;Lleida;38;Urgell;25217;Tàrrega;1069
25009782;Llar d'infants La Pau;c. Berenguer IV, s/n;25300;973311475;125;Lleida;38;Urgell;25217;Tàrrega;1069
25005077;LLI privada Sant Eloi;c. Montsec, 4;25300;973312301;125;Lleida;38;Urgell;25217;Tàrrega;1069
25009174;EOI de Tàrrega;av. Onze de Setembre, 4;25300;973313006;125;Lleida;38;Urgell;25217;Tàrrega;1069
25005090;CFA Tàrrega;c. Pau, s/n;25300;973501712;125;Lleida;38;Urgell;25217;Tàrrega;1069
25009058;Escola Maria-Mercè Marçal;c. de Pau Casals, 15;25300;973314306;125;Lleida;38;Urgell;25217;Tàrrega;1069
25005107;Llar d'infants Niu;Av. Ondara, s/n;25300;;125;Lleida;38;Urgell;25217;Tàrrega;1069
25007062;Astes;c. Talladell, 7-9, baixos;25300;;125;Lleida;38;Urgell;25217;Tàrrega;1069
25003895;Escola Bressol Triangle;c. Arquebisbe Pont i Gol, 97;25300;;125;Lleida;38;Urgell;25217;Tàrrega;1069
25004103;Escola Alfred Potrony;c. Pompeu Fabra, s/n;25670;973180135;125;Lleida;23;Noguera;25220;Térmens;1078
25008364;Llar d'infants Lo Carrilet;c. Pompeu Fabra, s/n;25670;;125;Lleida;23;Noguera;25220;Térmens;1078
25003500;Escola Sant Gil;pl. de la Vall, 7;25750;973473660;1060;Catalunya Central;35;Solsonès;25223;Torà;1081
25000481;Llar d'infants Jardí;pg. dels Rosers, s/n;25750;;125;Lleida;32;Segarra;25223;Torà;1081
25008376;Escola de Torrebesses - ZER L'Eral;c. Escoles, s/n;25176;973126212;125;Lleida;33;Segrià;25226;Torrebesses;1085
25000511;Llar d'infants de La Torre de Cabdella;c. de La Plana de Mont-rós, s/n;25515;973663014;1160;Alt Pirineu i Aran;25;Pallars Jussà;25227;Torre de Cabdella;1090
43000020;Escola La Vall Fosca - ZER Pallars Jussà;c. Únic, s/n;25515;973663014;1160;Alt Pirineu i Aran;25;Pallars Jussà;25227;Torre de Cabdella;1090
43006174;Escola la Creu;av. Europa, 92;25123;973750250;125;Lleida;33;Segrià;25228;Torrefarrera;1092
43007671;Institut Joan Solà;c. Corts Catalanes, 31;25123;873490030;125;Lleida;33;Segrià;25228;Torrefarrera;1092
43005297;Esc. de Música de Torrefarrera;av. Europa, 92 (dintre Escola La Creu);25123;973233554;125;Lleida;33;Segrià;25228;Torrefarrera;1092
43010633;Escola La Bassa;c. Dr. Fleming, s/n;25141;973170041;125;Lleida;27;Pla d'Urgell;25230;Torregrossa;1093
43000081;Llar d'infants L'Estel;pg. Zona Poliesportiva, s/n;25141;973170628;125;Lleida;27;Pla d'Urgell;25230;Torregrossa;1093
43007087;Llar d'infants Niu;c. de Balaguer, 29;25138;973190792;125;Lleida;23;Noguera;25231;Torrelameu;1094
43010441;Escola Torrelameu - ZER Argelaga;c. de la Bassa, s/n;25138;;125;Lleida;23;Noguera;25231;Torrelameu;1094
43011662;Escola Carrassumada;c. Canal, 20;25170;973796335;125;Lleida;33;Segrià;25232;Torres de Segre;1095
43011893;Llar d'infants Carrassumada;c. Vinyes de Dalt, s/n;25170;;125;Lleida;33;Segrià;25232;Torres de Segre;1095
43005698;Escola Roser - ZER Alt Segrià;pl. del Dr. Serés, s/n;25131;973751619;125;Lleida;33;Segrià;25233;Torre-serona;1096
43000135;Escola Valldeflors;c. Tarragona, 37;25620;973652775;1160;Alt Pirineu i Aran;25;Pallars Jussà;25234;Tremp;1099
43007464;María Inmaculada;c. Hospital, 16-18;25620;973650235;1160;Alt Pirineu i Aran;25;Pallars Jussà;25234;Tremp;1099
43009497;Institut de Tremp;c. Bisbe Iglesias, 5;25620;973650836;1160;Alt Pirineu i Aran;25;Pallars Jussà;25234;Tremp;1099
43011111;Llar d'infants L'Estel;av. Espanya, 7;25620;973652203;1160;Alt Pirineu i Aran;25;Pallars Jussà;25234;Tremp;1099
43005303;LLI privada Minairons;av. Estació, cases 11-12;25620;973652690;1160;Alt Pirineu i Aran;25;Pallars Jussà;25234;Tremp;1099
43000184;Esc. de Música Municipal de Tremp;c. de Barcelona, 1;25620;973651061;1160;Alt Pirineu i Aran;25;Pallars Jussà;25234;Tremp;1099
43012174;CFA Tremp;pg. de la Conca de Tremp, 5;25620;973652066;1160;Alt Pirineu i Aran;25;Pallars Jussà;25234;Tremp;1099
43005315;Escola d'Espluga de Serra - ZER Alta Ribagorça;c. de les Escoles, s/n;25583;973252403;1160;Alt Pirineu i Aran;25;Pallars Jussà;25234;Tremp;1099
43000214;Escola agrària de Vallfogona de Balaguer;Finca l'Empalme;25680;973443650;125;Lleida;23;Noguera;25240;Vallfogona de Balaguer;1115
43011558;Escola Salvador Espriu;pl. Sant Miquel, 4;25680;973432214;125;Lleida;23;Noguera;25240;Vallfogona de Balaguer;1115
43000226;Llar d'infants La Mainada;c. de les Escoles, 2;25680;973432275;125;Lleida;23;Noguera;25240;Vallfogona de Balaguer;1115
43005327;Escola Garona;c. Pas d'Arro, 35;25530;973640028;1160;Alt Pirineu i Aran;39;Aran;25243;Vielha e Mijaran;1117
43010891;Institut d'Aran;Ctra. de Betren, s/n;25530;973643761;1160;Alt Pirineu i Aran;39;Aran;25243;Vielha e Mijaran;1117
43000251;Llar d'infants Era Cunhèra;av. Maladeta, 1;25530;973641082;1160;Alt Pirineu i Aran;39;Aran;25243;Vielha e Mijaran;1117
43007488;CFA Val d'Aran;ctra. del Túnel, 2;25530;973641364;1160;Alt Pirineu i Aran;39;Aran;25243;Vielha e Mijaran;1117
43009977;Escola Ramon Perelló - ZER Guicivervi;c. Ramon Perelló, 1;25330;973500388;125;Lleida;38;Urgell;25244;Vilagrassa;1121
43010402;Llar d'infants Picarol;c. de les Eres, 2;25330;973313913;125;Lleida;38;Urgell;25244;Vilagrassa;1121
